華上,	6289
Year,最高價,日期,最低價,日期,收盤平均價
2003,38.50,8/28,28.40,10/16,32.29
2004,48.00,2/04,19.00,8/04,30.29
2005,30.00,3/28,18.00,9/02,22.99
2006,55.50,5/15,24.15,1/23,35.88
2007,70.50,7/30,24.95,12/18,44.06
2008,31.95,1/15,2.58,11/19,16.03
2009,14.90,9/23,3.40,1/21,10.38
2010,13.10,1/04,5.94,5/26,8.44
2011,13.25,4/01,3.77,11/24,7.94
2012,8.68,2/16,3.25,11/21,5.19
2013,5.17,1/15,3.07,8/28,3.98
2014,5.89,1/16,1.43,11/25,3.25
2015,2.37,1/07,0.81,8/24,1.50
2016,2.34,11/30,0.93,6/01,1.28
2017,3.77,3/17,1.72,1/16,2.51
2018,2.37,1/30,1.00,12/21,1.71
2019,1.45,2/12,0.51,7/19,0.78
