衡平,	8934
Year,最高價,日期,最低價,日期,收盤平均價
2001,13.95,09/03,6.45,11/29,8.48
2002,8.10,04/25,3.07,10/08,5.39
2003,8.95,12/18,1.82,04/04,3.64
2004,10.25,08/27,6.65,03/26,8.20
2005,7.50,02/16,2.61,08/25,4.02
2006,4.68,01/13,3.07,06/09,3.78
2007,11.05,08/01,2.36,04/24,3.40
2008,7.71,12/25,7.18,12/26,7.44
2009,6.68,01/08,1.86,02/23,3.09
2010,3.28,02/05,2.48,09/23,3.00
2011,7.00,11/01,2.20,04/13,3.17
2012,64.90,10/15,2.60,01/18,41.85
2013,66.00,05/16,22.25,09/06,37.92
2014,63.80,09/10,36.40,01/15,48.60
2015,45.85,06/03,40.50,09/23,43.15
2016,53.80,06/15,24.75,10/24,33.28
2017,112.00,05/16,27.95,01/23,55.35
