三圓,	4416
Year,最高價,日期,最低價,日期,收盤平均價
2000,19.70,05/06,7.15,12/20,11.69
2001,8.00,01/04,1.50,11/14,3.72
2002,6.05,04/09,3.22,10/25,4.35
2003,12.35,10/03,4.75,01/17,7.53
2004,13.35,09/24,6.60,03/26,9.52
2005,34.20,12/23,10.30,02/18,17.29
2006,79.20,08/07,32.50,01/04,55.95
2007,106.00,04/11,68.00,01/26,81.66
2008,96.70,02/18,41.00,12/29,70.98
2009,78.80,07/13,39.05,01/15,59.61
2010,95.00,01/20,67.00,01/06,81.48
2011,89.00,01/03,60.20,10/19,67.42
2012,153.00,09/14,65.00,01/10,123.07
2013,158.00,04/12,92.10,09/06,130.75
2014,147.00,03/26,88.60,10/16,129.02
2015,119.00,04/21,80.00,08/24,99.17
2016,94.20,04/07,72.70,12/08,78.45
2017,109.00,03/02,70.50,02/10,87.26
