飛宏,	2457
Year,最高價,日期,最低價,日期,收盤平均價
2001,65.50,12/27,24.60,9/19,42.88
2002,72.00,4/02,28.00,12/31,49.55
2003,33.80,1/14,17.60,11/03,22.25
2004,24.40,2/09,9.05,10/01,16.05
2005,19.25,12/20,8.50,1/25,11.52
2006,24.75,1/09,14.30,7/18,19.27
2007,46.65,7/27,19.00,12/19,28.38
2008,22.35,1/02,6.05,11/21,14.16
2009,31.75,12/29,6.70,1/21,17.92
2010,64.50,10/28,26.80,2/06,38.27
2011,62.20,7/06,31.75,12/20,47.65
2012,44.15,2/23,18.60,10/30,30.71
2013,27.20,2/04,16.80,8/22,20.79
2014,23.90,7/24,14.95,10/27,19.42
2015,18.60,1/08,6.21,8/25,12.60
2016,13.85,1/04,8.44,5/12,10.62
2017,16.35,4/06,10.35,3/01,12.75
2018,14.70,1/05,7.61,10/26,10.94
2019,12.60,3/12,7.88,8/15,9.57
