宣德,	5457
Year,最高價,日期,最低價,日期,收盤平均價
2000,102.00,10/07,18.10,12/30,55.21
2001,54.00,04/20,15.70,10/23,31.30
2002,37.30,05/03,24.00,10/14,29.64
2003,29.90,03/04,14.00,09/10,22.44
2004,20.60,03/05,6.75,11/30,11.97
2005,24.50,10/06,6.95,01/13,14.12
2006,25.20,05/29,15.25,09/06,17.54
2007,19.80,01/29,5.60,12/21,13.52
2008,7.97,01/04,2.65,09/19,5.37
2009,15.30,10/06,3.74,01/05,10.21
2010,13.75,04/29,8.47,02/06,11.84
2011,12.50,06/08,4.30,12/13,9.77
2012,12.65,10/16,4.95,07/16,8.49
2013,20.25,12/31,10.80,01/17,16.85
2014,39.95,06/26,20.00,01/02,29.78
2015,46.80,06/30,21.25,08/26,35.09
2016,33.30,08/12,20.10,11/03,28.02
2017,63.60,11/29,23.00,04/17,45.58
