大亞,	1609
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.00,2/18,4.82,11/23,9.33
2001,7.20,2/20,3.00,9/24,4.49
2002,14.30,4/22,3.89,1/24,9.41
2003,15.20,1/27,8.10,10/01,10.00
2004,19.20,3/05,9.30,8/18,12.60
2005,12.55,1/04,6.43,10/20,9.33
2006,16.85,12/27,7.70,3/24,10.12
2007,16.50,1/02,8.00,12/21,12.57
2008,11.60,5/22,4.61,11/21,8.02
2009,8.74,12/31,4.72,3/03,6.52
2010,10.60,4/19,6.91,2/06,8.59
2011,9.78,5/17,7.30,11/24,8.54
2012,9.19,2/23,6.61,10/31,7.51
2013,7.65,12/27,6.53,9/23,6.98
2014,7.81,4/22,6.10,12/01,7.01
2015,6.76,5/11,3.88,8/25,5.49
2016,5.84,12/02,4.11,5/19,4.73
2017,15.40,11/30,5.45,1/03,7.76
2018,18.25,4/09,9.84,12/21,13.04
