宜進,	1457
Year,最高價,日期,最低價,日期,收盤平均價
2000,21.00,2/22,2.76,11/24,9.00
2001,6.05,4/10,2.81,7/12,3.87
2002,8.85,3/27,3.70,10/08,5.65
2003,10.15,1/24,4.10,5/02,6.60
2004,9.45,2/02,4.85,8/05,6.51
2005,7.05,1/03,3.00,8/31,4.17
2006,5.32,12/29,2.39,9/14,3.18
2007,8.50,7/25,3.72,1/16,5.49
2008,8.28,5/23,3.26,10/28,5.10
2009,8.55,12/29,2.91,1/21,4.87
2010,13.65,11/10,6.75,2/06,9.58
2011,14.90,1/04,6.35,12/19,10.10
2012,9.01,3/07,5.81,6/04,7.06
2013,8.78,10/08,7.08,6/25,7.59
2014,9.35,4/09,7.57,10/27,8.25
2015,15.65,10/01,7.96,1/21,11.41
2016,12.90,3/07,9.45,5/16,10.71
2017,15.20,12/11,10.00,5/09,11.37
2018,15.90,4/09,11.80,10/25,13.64
