凌陽,	2401
Year,最高價,日期,最低價,日期,收盤平均價
2000,220.00,4/11,114.00,10/19,163.81
2001,184.00,2/14,58.00,9/26,127.23
2002,141.50,3/25,53.50,9/09,92.64
2003,66.50,1/07,34.60,4/30,52.78
2004,82.00,4/13,40.10,8/18,58.09
2005,52.20,3/02,26.10,10/26,39.83
2006,46.50,4/21,28.45,8/29,36.04
2007,109.00,7/26,35.40,1/08,62.03
2008,50.50,1/02,9.91,11/21,28.43
2009,35.20,12/31,11.95,1/21,20.18
2010,35.20,1/04,20.40,11/09,25.07
2011,23.90,1/19,8.81,12/20,15.54
2012,13.25,2/16,7.61,11/22,9.64
2013,12.75,9/18,8.50,4/09,10.24
2014,14.45,9/01,10.60,10/17,12.29
2015,19.95,6/01,9.61,8/25,13.70
2016,13.55,4/12,9.87,1/14,11.61
2017,20.20,11/09,11.00,1/18,14.52
