中華食,	4205
Year,最高價,日期,最低價,日期,收盤平均價
2000,23.40,04/18,10.00,12/19,12.98
2001,14.35,04/30,10.10,07/27,11.63
2002,17.50,11/19,12.30,01/02,14.40
2003,16.90,02/21,13.95,10/01,15.20
2004,19.00,02/18,15.00,07/20,16.49
2005,18.00,12/30,15.80,07/06,16.88
2006,19.50,04/10,16.80,09/15,18.02
2007,30.40,07/11,18.10,01/08,21.09
2008,25.10,05/23,16.50,10/29,20.40
2009,26.70,11/19,18.10,01/21,23.42
2010,32.50,07/19,25.60,01/26,28.54
2011,31.50,07/18,27.00,12/12,29.66
2012,38.00,10/09,28.60,01/04,33.55
2013,45.00,04/01,36.00,01/02,40.83
2014,41.00,03/31,36.15,10/17,39.00
2015,39.00,12/31,35.20,08/26,37.58
2016,51.70,11/17,38.15,01/20,43.80
2017,76.00,07/21,48.50,01/10,61.76
