耀勝,	3207
Year,最高價,日期,最低價,日期,收盤平均價
2004,19.70,11/24,16.10,12/30,17.53
2005,18.60,04/15,11.60,01/12,15.22
2006,30.40,05/12,15.80,01/02,20.09
2007,40.95,07/24,13.10,12/18,24.18
2008,19.40,04/07,5.30,12/29,11.15
2009,19.75,08/17,4.06,02/23,13.84
2010,22.70,01/25,14.00,05/26,18.35
2011,19.15,04/12,10.35,10/04,16.10
2012,15.50,02/08,8.53,08/08,11.26
2013,15.30,10/11,9.30,08/30,13.02
2014,19.65,10/06,11.60,01/22,15.36
2015,16.75,03/06,6.65,08/31,12.83
2016,13.50,09/20,6.01,05/16,10.44
2017,12.90,06/16,7.91,12/20,11.16
