立德,	3058
Year,最高價,日期,最低價,日期,收盤平均價
2002,30.30,12/11,22.40,12/20,24.85
2003,25.80,2/18,12.20,9/15,17.41
2004,15.70,3/08,6.40,8/18,10.25
2005,15.20,12/30,6.61,5/19,8.47
2006,24.10,12/29,11.00,7/28,16.15
2007,32.20,7/24,11.75,12/21,24.08
2008,17.20,5/21,5.29,11/21,10.74
2009,30.80,12/25,7.12,1/15,16.48
2010,30.80,3/23,19.60,9/01,25.00
2011,21.35,1/20,9.35,8/22,14.10
2012,16.60,9/21,9.80,1/03,13.06
2013,21.60,3/29,14.10,11/13,16.96
2014,17.80,3/20,10.20,10/28,13.42
2015,13.35,4/15,6.55,8/25,10.43
2016,11.55,12/27,7.87,1/18,9.45
2017,11.55,4/13,8.46,12/07,10.12
