倫飛,	2364
Year,最高價,日期,最低價,日期,收盤平均價
2000,28.70,2/21,4.04,12/28,14.60
2001,13.40,3/30,3.00,10/09,6.35
2002,14.15,4/25,5.80,12/31,8.43
2003,8.65,7/10,4.24,5/07,6.53
2004,9.25,4/15,2.86,9/21,5.54
2005,7.40,2/23,3.04,10/20,5.16
2006,6.22,12/27,2.46,9/15,3.53
2007,9.00,4/04,3.82,12/18,6.14
2008,5.55,3/07,1.49,11/21,3.69
2009,6.88,9/23,1.70,2/24,3.69
2010,7.49,10/27,3.99,2/08,5.15
2011,5.38,1/04,3.06,8/26,4.11
2012,4.42,2/16,1.86,7/24,2.86
2013,3.89,5/23,2.75,4/16,3.09
2014,7.48,3/20,3.24,10/21,4.65
2015,5.75,10/23,1.41,8/25,2.78
2016,3.43,10/07,1.29,6/17,1.96
2017,3.09,4/07,2.31,12/15,2.59
2018,4.67,12/27,2.27,1/08,3.40
