百徽,	6259
Year,最高價,日期,最低價,日期,收盤平均價
2003,29.70,12/31,24.20,10/21,26.88
2004,39.80,01/08,15.80,12/31,26.92
2005,16.70,01/03,7.50,10/27,11.59
2006,15.05,07/12,8.23,10/11,10.36
2007,18.20,07/12,8.50,11/08,11.58
2008,9.50,01/02,2.36,12/29,6.34
2009,14.80,12/15,2.00,01/21,8.11
2010,24.50,07/19,10.30,05/26,16.95
2011,14.80,03/08,5.62,12/19,11.18
2012,10.25,12/10,4.65,08/10,6.96
2013,9.82,01/18,6.72,09/24,8.44
2014,45.95,12/05,8.15,01/02,22.17
2015,34.90,01/05,5.22,09/15,17.20
2016,10.80,01/12,2.06,06/22,6.23
2017,4.48,07/25,2.20,06/12,3.22
