官田鋼,	2017
Year,最高價,日期,最低價,日期,收盤平均價
2000,9.60,2/21,1.24,12/30,4.81
2001,3.05,2/21,1.02,11/02,1.65
2002,7.90,12/11,1.62,1/02,4.57
2003,9.90,2/07,5.80,5/02,7.64
2004,18.10,3/15,7.95,6/18,11.33
2005,11.90,1/04,3.80,10/28,7.03
2006,7.40,10/17,4.42,9/15,5.71
2007,12.30,4/17,5.30,12/21,8.24
2008,17.80,5/23,3.75,10/28,9.00
2009,10.70,12/31,4.46,3/03,6.81
2010,12.20,9/08,8.64,2/06,10.49
2011,13.15,1/05,5.61,11/24,9.79
2012,11.90,3/12,6.10,11/01,7.44
2013,8.70,1/03,6.35,11/13,7.08
2014,7.60,8/27,5.90,12/01,6.57
2015,6.39,12/30,4.75,8/25,5.48
2016,8.98,8/30,6.07,5/17,7.51
2017,11.10,3/01,8.46,6/27,9.29
