方土霖,	4527
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.80,09/28,10.80,12/15,13.09
2001,22.70,03/14,10.90,09/14,15.42
2002,18.80,04/26,11.00,09/26,14.00
2003,33.30,12/25,14.50,01/02,19.55
2004,37.90,01/08,17.60,12/23,24.17
2005,20.00,03/18,16.40,11/25,17.78
2006,29.00,06/01,18.40,01/06,21.05
2007,28.20,05/02,15.30,12/19,20.67
2008,18.20,04/24,9.53,11/20,14.41
2009,20.65,06/09,9.60,01/14,15.63
2010,20.75,07/30,12.65,02/06,17.64
2011,16.55,04/15,12.20,08/09,14.65
2012,19.90,12/19,13.45,01/03,17.55
2013,30.80,12/19,18.90,06/25,22.38
2014,37.75,05/05,25.50,02/06,32.33
2015,30.35,04/10,18.55,08/24,26.26
2016,28.85,12/12,22.00,01/25,26.27
2017,35.15,05/31,28.45,01/03,32.04
