固緯,	2423
Year,最高價,日期,最低價,日期,收盤平均價
2000,30.20,9/11,11.60,12/30,17.44
2001,42.30,4/26,11.30,1/02,23.59
2002,31.50,3/13,14.85,8/06,20.30
2003,28.30,7/28,13.30,4/01,18.17
2004,25.90,2/27,15.80,7/22,20.00
2005,20.90,4/01,13.40,10/26,16.37
2006,20.70,12/25,14.70,7/19,16.94
2007,45.30,7/09,19.50,1/08,30.30
2008,29.50,5/05,10.75,11/21,20.46
2009,31.85,12/29,12.00,2/27,16.52
2010,30.80,1/04,19.05,5/26,23.75
2011,26.80,5/17,18.20,8/09,22.27
2012,24.15,3/26,16.60,11/27,19.22
2013,18.80,6/19,16.70,8/08,17.61
2014,24.80,10/29,17.80,8/19,20.06
2015,23.30,1/21,14.00,8/26,18.44
2016,20.60,10/31,16.35,1/07,18.40
2017,28.00,8/25,19.00,1/03,22.84
