四維航,	5608
Year,最高價,日期,最低價,日期,收盤平均價
2003,18.60,12/30,9.50,8/25,13.98
2004,44.30,10/13,15.70,5/18,26.21
2005,39.50,2/21,23.00,10/21,30.79
2006,32.20,12/05,24.30,8/02,27.33
2007,82.00,9/29,30.20,1/08,50.87
2008,76.70,5/16,24.20,10/28,51.05
2009,59.40,7/21,34.30,1/09,45.19
2010,48.05,1/05,37.60,2/06,41.45
2011,39.90,5/10,24.50,12/22,35.00
2012,30.50,2/14,20.05,11/05,25.77
2013,23.40,1/15,19.65,8/30,21.11
2014,21.60,1/13,17.20,12/01,20.02
2015,19.15,1/08,11.10,12/15,15.51
2016,13.60,3/09,8.03,11/09,10.30
2017,11.80,3/30,8.62,10/12,9.43
