中鋼,	2002
Year,最高價,日期,最低價,日期,收盤平均價
2000,26.80,1/28,17.00,11/21,21.55
2001,21.80,2/27,11.00,9/24,16.22
2002,21.20,11/18,13.60,1/02,16.91
2003,28.70,11/06,18.90,3/12,24.22
2004,37.40,10/12,27.00,5/17,32.47
2005,37.55,3/01,23.15,12/19,30.79
2006,34.95,12/27,24.40,1/03,29.68
2007,52.00,10/03,32.60,1/12,40.65
2008,54.40,5/20,19.20,10/28,39.72
2009,33.00,12/31,21.00,3/12,27.67
2010,35.80,1/11,29.25,6/09,31.90
2011,35.80,4/28,26.85,11/21,31.98
2012,30.90,3/02,24.00,9/06,27.59
2013,28.40,1/03,23.00,6/24,25.88
2014,27.00,1/02,24.60,5/30,25.71
2015,26.75,1/13,16.75,12/14,22.77
2016,25.90,12/20,17.05,1/11,21.80
2017,26.40,2/16,23.65,5/09,24.92
2018,25.55,10/01,23.20,6/29,24.20
