花王,	8906
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.30,04/19,5.40,12/06,10.98
2001,7.00,02/02,3.65,11/30,5.12
2002,7.70,05/03,3.73,09/04,5.09
2003,6.35,12/30,4.06,04/16,5.11
2004,9.40,02/11,5.65,12/20,6.94
2005,6.50,01/03,4.27,10/26,5.47
2006,6.30,12/29,4.70,02/27,5.33
2007,9.36,07/16,6.15,12/25,6.96
2008,8.36,05/15,3.51,12/19,5.36
2009,7.20,10/29,3.45,01/16,5.61
2010,8.81,04/19,5.73,02/09,7.18
2011,9.05,03/21,4.71,12/19,8.15
2012,9.46,09/20,5.72,01/05,7.95
2013,10.85,08/27,7.82,03/19,9.12
2014,11.20,01/23,8.31,11/28,9.78
2015,9.89,02/24,6.57,08/24,7.18
2016,7.13,01/07,5.10,06/27,5.98
2017,8.60,12/22,5.18,06/30,6.64
