龍巖,	5530
Year,最高價,日期,最低價,日期,收盤平均價
2000,10.15,10/04,3.40,11/13,4.97
2001,5.90,02/07,1.77,11/15,3.66
2002,5.80,04/25,2.10,01/02,3.44
2003,5.15,11/06,2.79,01/08,4.11
2004,8.60,01/30,4.85,01/05,7.12
2005,35.60,12/30,6.76,03/02,9.56
2006,51.40,04/10,19.00,09/14,30.34
2007,27.10,01/12,11.80,12/18,19.55
2008,17.90,06/26,4.30,10/13,11.19
2009,21.50,12/17,4.26,03/03,13.10
2010,124.00,12/24,20.70,01/04,64.99
2011,140.50,07/21,65.10,09/27,104.42
2012,107.50,02/09,78.60,05/28,95.36
2013,112.50,05/23,77.60,12/16,95.72
2014,102.50,12/03,80.10,03/24,89.76
2015,93.20,01/05,50.60,08/25,74.71
2016,59.90,03/21,52.50,08/22,55.72
2017,79.60,11/15,54.60,01/16,68.12
