佳格,	1227
Year,最高價,日期,最低價,日期,收盤平均價
2000,31.00,2/24,10.60,9/19,17.75
2001,14.05,2/01,6.70,11/14,9.26
2002,11.40,4/26,7.25,10/14,8.61
2003,10.00,1/16,7.05,5/02,8.33
2004,12.35,2/10,8.60,3/26,10.51
2005,15.55,12/16,11.00,4/21,12.48
2006,16.20,5/29,12.95,11/02,14.39
2007,23.90,7/18,13.80,1/11,17.07
2008,37.00,5/22,14.70,10/28,22.22
2009,44.20,12/31,20.00,2/02,30.04
2010,93.90,7/30,37.20,2/05,69.56
2011,141.50,8/01,69.10,1/17,94.18
2012,113.50,3/05,69.60,7/17,87.21
2013,107.50,5/02,78.90,1/17,90.47
2014,94.00,1/06,64.60,10/16,79.21
2015,97.30,7/30,63.00,8/24,78.20
2016,84.70,8/05,74.00,8/18,78.90
2017,82.60,7/03,72.00,12/27,76.47
2018,75.30,1/23,42.90,10/11,59.34
