兆赫,	2485
Year,最高價,日期,最低價,日期,收盤平均價
2001,57.00,12/31,17.00,9/19,29.60
2002,61.00,1/25,20.60,8/06,36.35
2003,47.00,8/18,26.80,5/20,36.95
2004,44.90,1/08,18.90,11/02,30.79
2005,36.95,7/15,19.80,1/14,28.55
2006,53.50,4/25,24.70,1/23,37.46
2007,168.00,9/12,43.35,1/02,96.72
2008,122.00,5/16,20.10,11/21,71.95
2009,76.20,5/13,33.40,1/17,55.72
2010,68.00,2/04,46.50,5/25,55.19
2011,60.40,1/13,29.25,10/04,42.47
2012,41.90,2/09,22.15,10/29,30.69
2013,35.80,9/23,23.55,4/16,27.84
2014,40.70,1/24,26.00,8/18,32.36
2015,51.70,12/31,27.80,5/15,35.48
2016,67.00,3/02,29.20,11/14,43.20
2017,36.40,4/05,27.30,9/26,30.85
2018,32.40,1/05,15.10,10/12,23.54
