南亞科,	2408
Year,最高價,日期,最低價,日期,收盤平均價
2000,77.50,8/25,18.40,12/28,37.91
2001,40.00,3/29,7.90,10/08,21.47
2002,55.50,2/19,19.50,10/08,33.59
2003,30.60,7/08,18.40,2/14,23.05
2004,31.80,4/13,20.20,5/18,25.08
2005,26.40,1/03,15.15,10/27,21.58
2006,27.20,11/22,17.40,3/23,21.65
2007,34.00,7/10,16.45,11/28,24.94
2008,20.65,4/25,3.46,11/21,12.80
2009,32.70,12/31,4.12,6/19,12.53
2010,34.30,1/07,15.25,11/16,23.54
2011,19.30,2/08,1.80,12/16,8.98
2012,4.49,3/02,1.20,11/06,2.34
2013,6.58,4/24,2.48,1/02,4.27
2014,83.00,12/31,3.50,3/20,26.70
2015,89.30,1/06,31.15,7/27,55.13
2016,50.60,12/23,35.15,6/14,40.07
2017,91.20,10/02,43.80,3/10,61.68
2018,107.50,5/17,45.10,10/25,75.37
