慧友,	5484
Year,最高價,日期,最低價,日期,收盤平均價
2003,42.80,12/12,31.00,9/10,36.74
2004,69.00,4/13,35.50,8/16,49.79
2005,54.20,3/09,28.10,10/28,39.73
2006,41.00,12/21,20.00,9/15,30.16
2007,67.00,9/13,32.55,12/21,47.98
2008,39.60,1/02,11.50,11/21,24.55
2009,28.60,12/24,12.35,1/21,20.29
2010,28.30,1/15,17.60,11/30,22.11
2011,18.90,1/12,9.00,12/20,13.97
2012,13.50,2/21,8.00,6/05,10.25
2013,14.60,8/05,8.90,12/12,10.76
2014,15.30,4/28,9.70,12/01,11.64
2015,10.60,1/07,3.52,8/25,6.48
2016,9.04,8/23,3.57,2/16,5.75
2017,6.72,1/19,4.75,8/14,5.63
2018,7.05,6/11,3.91,11/01,5.52
2019,11.80,10/02,4.11,5/15,6.26
