松崗,	6240
Year,最高價,日期,最低價,日期,收盤平均價
2003,32.60,05/30,13.20,11/11,19.40
2004,21.90,04/20,6.85,12/27,14.34
2005,8.35,02/03,3.21,11/24,5.17
2006,4.50,05/03,1.82,09/18,3.08
2007,16.10,03/14,2.45,01/04,10.78
2008,5.82,01/03,2.81,10/27,4.23
2009,3.67,11/04,1.44,10/08,2.15
2010,3.39,11/18,0.90,09/28,2.21
2011,64.30,03/04,2.06,02/08,12.45
2012,26.50,03/08,5.80,05/18,18.78
2013,21.40,08/28,9.17,05/17,14.78
2014,19.50,08/25,9.77,02/24,16.22
2015,65.00,01/14,18.40,06/23,43.67
2016,50.10,12/07,23.50,11/25,33.47
2017,48.80,03/24,24.00,12/28,37.79
