美吾華,	1731
Year,最高價,日期,最低價,日期,收盤平均價
2001,13.95,12/12,10.45,9/19,12.27
2002,21.00,4/30,12.10,1/17,15.71
2003,17.80,1/16,13.20,9/10,14.77
2004,16.50,4/08,9.60,11/30,12.55
2005,15.10,3/07,10.35,12/30,11.85
2006,12.40,12/26,8.25,9/19,9.77
2007,31.05,7/26,9.54,3/06,16.99
2008,21.20,5/15,8.47,9/18,14.11
2009,23.50,7/28,11.90,3/03,17.23
2010,21.00,4/02,12.60,2/08,16.80
2011,18.10,3/09,10.10,12/19,14.77
2012,17.80,10/23,11.00,1/13,13.56
2013,18.25,6/24,14.25,8/28,15.57
2014,16.60,5/08,13.05,10/27,14.90
2015,16.30,11/23,9.80,8/25,14.16
2016,17.10,3/14,12.65,11/09,13.55
2017,15.25,11/24,13.25,8/16,13.84
2018,16.10,4/10,11.90,10/30,13.58
