磐亞,	4707
Year,最高價,日期,最低價,日期,收盤平均價
2000,38.70,02/14,4.88,12/08,17.87
2001,11.55,12/27,5.10,01/03,6.80
2002,26.00,08/02,10.30,01/09,18.74
2003,57.00,12/29,19.10,01/02,33.87
2004,65.50,04/06,40.30,09/29,50.15
2005,46.00,08/19,27.00,12/13,35.48
2006,40.70,05/17,12.25,11/01,21.33
2007,23.60,07/18,11.95,12/26,15.83
2008,19.55,05/23,6.81,12/04,13.71
2009,14.80,10/15,7.12,03/03,12.13
2010,21.45,12/31,10.75,02/06,17.37
2011,24.95,01/19,8.05,12/20,20.16
2012,12.50,02/15,7.36,06/04,10.02
2013,12.00,11/05,8.62,02/06,10.45
2014,15.15,03/17,8.20,10/16,12.39
2015,11.05,01/14,6.75,08/25,9.33
2016,10.00,12/13,7.65,01/14,8.85
2017,11.20,04/05,9.07,09/04,9.93
