崇友,	4506
Year,最高價,日期,最低價,日期,收盤平均價
2000,28.20,02/18,7.65,12/30,15.51
2001,11.90,03/01,7.70,10/30,9.49
2002,16.20,05/09,10.10,02/26,12.64
2003,13.60,01/21,7.95,09/09,9.71
2004,17.90,03/01,8.80,08/18,10.95
2005,11.35,08/30,8.68,04/29,9.50
2006,12.60,12/29,8.42,09/14,9.48
2007,17.70,07/25,10.60,03/14,13.41
2008,17.50,04/15,7.36,11/25,12.29
2009,12.60,12/15,7.64,01/14,10.62
2010,16.60,12/22,10.00,02/06,14.16
2011,18.20,08/04,12.70,11/24,16.11
2012,19.25,05/09,13.60,01/16,17.19
2013,27.00,12/03,17.10,01/02,21.27
2014,24.80,01/13,18.20,10/16,22.04
2015,35.95,09/22,19.50,01/16,28.64
2016,40.20,09/08,22.05,01/18,31.62
2017,60.00,11/27,34.90,01/04,43.38
