三聯,	5493
Year,最高價,日期,最低價,日期,收盤平均價
2001,62.00,05/07,22.60,10/31,37.80
2002,39.20,01/09,15.50,10/29,25.28
2003,18.30,04/23,13.00,10/01,14.78
2004,24.90,03/08,11.55,09/20,16.27
2005,15.60,07/06,7.95,11/08,12.60
2006,17.55,05/26,11.00,03/10,13.97
2007,32.30,07/25,13.25,03/14,18.28
2008,31.75,05/21,9.82,11/20,18.25
2009,21.50,12/31,10.10,02/24,16.33
2010,40.20,08/20,18.45,02/08,30.86
2011,42.15,05/16,22.35,12/19,36.06
2012,31.10,03/03,19.50,10/26,26.27
2013,37.05,08/06,21.10,01/09,31.06
2014,36.20,07/01,26.00,12/01,32.07
2015,44.50,07/20,27.50,08/25,34.74
2016,34.90,03/18,28.75,07/26,31.33
2017,34.20,03/21,26.40,11/29,29.77
