光洋科,	1785
Year,最高價,日期,最低價,日期,收盤平均價
2005,52.00,02/16,31.70,11/03,40.05
2006,121.50,05/19,51.30,01/23,80.72
2007,367.00,07/24,96.80,12/21,203.18
2008,183.00,04/25,35.00,11/20,107.09
2009,93.50,07/29,36.50,01/16,66.24
2010,89.00,01/11,61.60,08/31,74.48
2011,76.90,01/26,27.80,12/19,63.89
2012,45.35,04/09,30.60,01/02,39.80
2013,37.85,01/15,23.25,10/14,29.72
2014,30.40,07/25,22.50,12/01,27.70
2015,28.00,01/16,15.80,08/25,24.09
2016,23.45,03/08,8.75,05/16,19.20
2017,21.85,12/28,9.62,01/03,15.43
