瑞穎,	8083
Year,最高價,日期,最低價,日期,收盤平均價
2004,40.00,09/24,30.00,12/29,32.23
2005,36.80,09/21,25.30,08/17,27.79
2006,41.15,12/29,27.10,01/02,35.10
2007,44.00,01/02,32.05,11/06,36.39
2008,33.20,01/03,18.00,12/01,28.29
2009,27.20,04/02,18.00,01/13,22.84
2010,39.45,10/08,24.00,02/06,31.08
2011,39.15,08/15,33.00,08/05,35.45
2012,71.50,08/17,36.50,01/02,58.56
2013,98.40,12/30,56.90,01/21,76.98
2014,158.00,06/06,89.00,01/06,126.62
2015,180.50,05/20,123.50,01/14,156.64
2016,172.50,08/26,122.00,01/12,154.92
2017,182.00,04/10,134.50,09/11,159.31
