正新,	2105
Year,最高價,日期,最低價,日期,收盤平均價
2000,34.20,2/21,17.70,9/01,24.31
2001,26.20,3/23,15.30,7/25,20.81
2002,48.40,12/19,21.10,1/15,33.45
2003,50.50,10/16,37.70,4/25,44.70
2004,55.00,3/19,37.20,11/17,43.31
2005,40.80,1/03,21.15,11/08,32.94
2006,37.55,10/14,22.40,4/04,28.41
2007,75.40,10/03,28.50,3/14,46.26
2008,64.00,3/25,26.25,11/24,45.54
2009,76.50,11/25,22.50,1/21,53.32
2010,84.60,8/02,57.70,2/06,67.62
2011,90.80,7/18,58.20,9/26,70.33
2012,81.80,8/01,64.50,1/02,72.70
2013,103.00,4/22,72.70,11/11,83.92
2014,91.00,4/03,65.10,9/24,75.94
2015,78.10,2/24,48.80,8/24,64.46
2016,72.90,8/10,48.55,1/21,63.27
2017,67.10,2/15,50.40,12/26,60.69
2018,53.20,1/18,37.70,11/13,46.29
