台橡,	2103
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.80,2/21,3.10,11/22,8.72
2001,6.00,2/06,2.80,7/19,4.29
2002,10.45,6/21,4.38,9/30,6.76
2003,15.10,12/25,5.70,5/02,9.49
2004,17.30,3/19,10.35,8/18,13.19
2005,18.60,12/28,13.15,1/12,16.06
2006,24.90,7/07,16.75,9/14,20.86
2007,58.10,9/27,22.45,3/05,37.10
2008,57.30,5/20,19.20,10/29,38.88
2009,42.80,6/01,22.80,1/15,35.42
2010,68.50,12/31,36.10,2/06,47.58
2011,91.00,6/07,57.60,8/09,76.57
2012,81.70,2/04,51.50,11/13,68.70
2013,62.80,2/23,40.30,11/22,54.83
2014,47.00,5/08,31.25,10/17,40.66
2015,40.30,1/28,16.75,8/25,27.78
2016,35.30,12/14,18.40,1/14,28.32
2017,39.50,1/17,30.65,5/10,34.62
2018,37.95,1/09,26.55,11/27,31.26
