喬山,	1736
Year,最高價,日期,最低價,日期,收盤平均價
2003,86.50,9/03,61.00,5/05,72.45
2004,81.00,3/10,55.00,8/20,68.73
2005,159.00,12/30,61.50,1/25,106.90
2006,244.00,12/22,134.00,2/14,190.23
2007,290.00,1/18,66.00,12/21,173.07
2008,79.50,1/04,17.00,11/20,44.35
2009,56.30,12/08,19.05,2/02,31.32
2010,56.30,4/22,35.10,5/25,44.76
2011,74.30,6/09,41.00,3/15,56.56
2012,96.00,3/29,55.80,6/04,73.60
2013,109.00,8/02,72.60,1/21,83.79
2014,104.00,7/08,64.50,7/22,77.68
2015,88.80,3/23,36.60,8/25,65.86
2016,56.00,2/22,43.85,11/09,48.92
2017,47.00,2/20,30.80,8/15,39.18
2018,42.30,9/26,26.95,5/30,32.84
