愛山林,	2540
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.00,2/15,0.97,11/21,7.80
2001,4.20,2/27,0.28,10/17,1.44
2002,4.36,4/29,0.66,1/02,1.89
2003,2.85,1/27,0.41,6/03,1.25
2004,2.97,2/12,0.35,12/07,1.01
2005,4.69,2/18,0.46,1/14,2.83
2006,3.93,12/11,1.30,4/13,2.14
2007,3.16,1/09,1.30,8/29,2.12
2008,12.00,3/06,0.94,1/11,6.73
2009,8.60,9/04,3.55,4/17,6.49
2010,11.20,2/23,6.95,11/23,8.40
2011,10.05,1/27,4.65,5/19,7.36
2012,6.83,2/17,5.16,2/07,6.16
2013,73.80,12/20,5.58,4/11,31.28
2014,74.40,2/11,33.80,11/03,45.48
2015,39.50,1/09,27.10,11/09,33.61
2016,34.30,1/20,22.25,8/24,26.73
2017,31.50,6/28,20.35,12/01,24.09
2018,39.15,5/11,20.35,1/09,26.87
