玉山金,	2884
Year,最高價,日期,最低價,日期,收盤平均價
2002,16.00,12/30,10.60,10/14,12.80
2003,21.60,12/12,14.55,4/30,17.20
2004,26.50,12/31,18.50,7/20,21.88
2005,27.60,8/08,19.50,10/31,23.74
2006,24.20,4/27,18.65,8/03,21.04
2007,23.20,1/03,16.10,12/18,18.73
2008,19.45,3/26,6.23,10/28,13.91
2009,15.00,10/20,7.10,1/21,10.79
2010,20.50,12/30,10.65,2/06,14.48
2011,21.85,5/23,11.95,12/20,17.67
2012,17.60,9/17,12.70,1/18,15.59
2013,20.60,9/23,15.80,1/09,18.57
2014,20.80,7/29,17.90,3/24,19.14
2015,22.15,4/28,17.95,8/24,19.80
2016,19.90,7/27,15.85,1/22,17.99
2017,19.75,8/08,17.70,8/14,18.54
