益航,	2601
Year,最高價,日期,最低價,日期,收盤平均價
2000,9.00,2/22,2.74,11/20,5.61
2001,3.90,2/21,1.67,7/19,2.51
2002,4.90,4/26,1.54,10/14,2.80
2003,7.70,1/16,3.11,5/02,5.04
2004,13.35,5/12,5.45,8/19,8.33
2005,10.05,1/07,3.70,10/31,6.32
2006,33.80,12/27,4.90,1/18,13.96
2007,103.00,10/08,28.40,3/06,57.58
2008,89.80,5/16,22.20,10/29,55.68
2009,54.20,6/02,29.50,1/16,42.22
2010,72.40,12/06,39.35,2/06,57.51
2011,79.60,7/28,30.40,12/14,58.97
2012,50.00,3/02,21.60,11/01,34.66
2013,27.40,1/04,18.05,8/28,21.07
2014,23.50,9/11,16.05,11/27,19.42
2015,18.50,1/07,8.38,12/15,13.34
2016,10.25,3/08,6.84,11/04,8.07
2017,11.10,6/30,6.97,1/13,8.61
2018,14.45,5/11,7.81,2/06,10.66
2019,13.40,3/11,10.40,1/04,11.84
