川飛,	1516
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.50,2/23,2.48,11/22,8.31
2001,7.25,3/28,2.37,11/28,4.31
2002,5.45,7/22,2.65,10/14,3.61
2003,4.57,11/06,2.59,5/09,3.60
2004,10.80,3/19,5.80,12/08,7.47
2005,7.05,1/04,3.35,10/20,4.44
2006,8.26,12/28,2.95,3/20,3.71
2007,14.60,7/12,4.65,12/19,7.95
2008,23.80,11/14,5.01,1/31,10.81
2009,18.00,1/07,10.50,11/04,13.10
2010,17.50,1/19,2.47,11/04,9.64
2011,7.23,9/07,1.55,7/13,3.51
2012,12.75,10/03,2.70,9/11,5.69
2013,14.85,1/14,8.29,1/02,12.13
2014,17.05,8/25,9.00,4/28,12.40
2015,31.20,5/18,13.50,1/08,23.32
2016,31.45,3/22,15.20,11/23,22.01
2017,25.15,3/13,14.30,8/28,16.96
