春雨,	2012
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.65,2/21,2.76,11/22,6.79
2001,4.70,2/06,1.59,10/08,2.85
2002,6.75,4/26,2.25,1/24,4.60
2003,10.85,2/07,5.40,1/02,7.50
2004,19.00,3/04,8.65,1/14,12.75
2005,12.60,1/07,5.52,10/20,8.53
2006,12.50,12/28,6.71,1/03,8.90
2007,13.80,7/23,7.54,12/24,10.95
2008,14.00,5/20,6.00,10/28,9.52
2009,13.30,4/24,6.80,1/21,9.25
2010,13.00,4/19,8.80,2/09,9.84
2011,11.30,8/02,8.43,12/19,9.55
2012,11.75,12/26,8.63,5/15,9.81
2013,12.45,3/27,10.40,11/25,11.32
2014,15.55,8/04,11.00,1/23,12.96
2015,16.80,4/09,12.05,8/31,14.48
2016,15.30,7/11,12.75,10/25,13.67
2017,15.30,9/29,13.25,1/17,14.08
2018,22.30,4/09,14.35,1/02,18.91
