新昕纖,	4406
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.60,02/17,3.77,11/30,8.33
2001,4.55,01/04,3.05,11/30,3.86
2002,7.10,04/25,3.75,09/30,5.33
2003,6.65,01/28,4.31,05/20,5.04
2004,6.80,02/10,4.51,08/20,5.37
2005,5.20,02/25,3.85,04/14,4.40
2006,7.29,12/26,3.96,01/03,5.06
2007,12.50,12/14,6.01,03/02,9.06
2008,11.60,01/07,5.06,12/30,8.36
2009,9.57,12/29,4.80,03/02,6.90
2010,12.80,04/29,7.51,02/09,10.59
2011,12.00,05/06,5.90,12/20,9.89
2012,8.19,03/26,5.75,11/21,6.97
2013,8.93,10/07,6.18,01/03,7.36
2014,8.71,03/28,7.15,01/14,7.95
2015,14.40,10/01,7.56,02/12,11.98
2016,12.90,03/03,9.63,01/07,11.51
2017,10.25,12/11,8.80,06/02,9.66
