志嘉,	5529
Year,最高價,日期,最低價,日期,收盤平均價
2000,20.50,04/20,3.15,12/13,9.68
2001,14.45,04/20,3.02,12/06,5.69
2002,10.65,05/29,0.87,10/21,3.42
2003,30.30,12/31,0.93,03/20,5.29
2004,37.50,02/18,15.70,09/21,25.71
2005,22.30,12/28,12.15,06/01,14.98
2006,32.80,12/27,11.80,09/19,17.39
2007,32.70,07/12,23.80,12/21,27.85
2008,36.40,04/09,7.79,10/09,21.57
2009,14.10,10/13,3.44,02/12,10.61
2010,12.75,01/11,8.66,02/06,10.73
2011,14.15,06/10,8.31,03/17,11.78
2012,27.40,11/12,10.60,01/02,19.27
2013,96.00,05/16,24.10,01/22,48.67
2014,31.50,04/18,13.00,12/02,23.82
2015,15.65,01/12,6.15,08/25,10.42
2016,13.70,03/24,7.05,01/21,10.43
2017,15.30,05/12,7.02,01/03,10.45
