燁興,	2007
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.80,2/21,1.61,11/21,6.53
2001,3.73,2/21,0.46,11/29,1.78
2002,4.95,6/17,0.75,1/07,3.15
2003,9.10,2/07,3.00,5/06,5.64
2004,13.40,3/05,6.00,1/14,9.15
2005,9.55,1/18,3.26,11/09,5.93
2006,5.50,4/12,2.55,9/15,3.97
2007,11.80,4/17,3.89,1/11,7.55
2008,10.20,5/23,2.24,10/30,5.61
2009,8.78,8/31,2.75,3/03,4.85
2010,9.10,4/15,6.31,2/06,7.85
2011,9.18,2/09,3.71,12/19,6.94
2012,6.80,2/20,4.10,1/18,5.13
2013,8.58,1/10,6.20,11/19,7.17
2014,8.10,8/27,5.35,12/01,6.37
2015,6.23,2/06,2.80,8/24,4.55
2016,5.57,3/08,4.10,5/18,4.76
2017,6.53,2/16,4.45,8/16,5.01
