智寶,	2375
Year,最高價,日期,最低價,日期,收盤平均價
2000,37.90,2/23,4.52,12/30,20.62
2001,20.00,4/25,4.65,1/02,12.37
2002,20.30,4/08,8.40,9/30,12.89
2003,17.00,6/20,8.80,4/29,11.61
2004,16.30,4/26,7.30,11/02,11.05
2005,9.73,4/04,4.35,10/20,7.54
2006,9.80,1/03,5.71,6/21,7.11
2007,12.40,7/24,5.35,12/21,8.65
2008,7.72,5/16,2.04,11/21,4.92
2009,5.44,5/27,2.20,1/21,4.07
2010,10.40,4/27,4.40,2/08,7.04
2011,10.10,2/09,3.40,11/24,6.58
2012,5.98,3/21,3.59,11/22,4.27
2013,13.80,11/22,3.86,1/02,7.56
2014,15.80,4/28,10.65,10/16,13.48
2015,19.80,5/04,11.10,7/28,14.75
2016,19.10,10/06,11.65,5/16,14.68
2017,45.20,12/28,16.10,1/18,25.52
2018,95.50,7/03,25.90,10/30,50.66
