麗嬰房,	2911
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.70,2/21,5.65,12/07,11.22
2001,18.20,7/09,6.80,1/03,12.00
2002,14.35,3/19,6.60,10/04,10.13
2003,10.90,8/05,5.80,5/02,8.52
2004,18.60,3/05,8.90,1/14,12.87
2005,23.85,12/06,11.80,4/18,17.17
2006,28.40,6/15,18.40,2/03,22.80
2007,36.20,7/20,17.95,11/13,26.70
2008,30.00,5/28,10.90,10/30,21.36
2009,38.40,11/17,14.60,3/03,26.06
2010,53.50,9/20,27.10,2/06,38.88
2011,49.55,4/08,25.65,10/05,37.62
2012,38.40,2/03,18.65,11/22,27.59
2013,24.90,1/16,17.35,6/25,21.36
2014,23.95,2/26,16.05,10/16,19.17
2015,20.25,11/05,11.25,8/25,15.39
2016,18.20,1/04,10.35,11/14,13.63
2017,13.05,9/25,10.35,6/15,11.18
2018,15.45,5/04,8.70,10/30,11.52
