嘉晶,	3016
Year,最高價,日期,最低價,日期,收盤平均價
2002,16.80,12/24,13.00,12/30,14.91
2003,17.00,6/10,11.40,8/28,14.08
2004,18.50,4/21,11.10,11/05,13.74
2005,38.00,7/29,11.30,5/04,17.48
2006,45.00,11/09,17.60,2/24,31.38
2007,164.50,7/26,36.60,12/21,74.71
2008,45.00,4/10,11.05,12/05,28.03
2009,42.00,12/10,12.05,1/21,29.69
2010,42.55,8/25,26.55,5/25,33.25
2011,38.30,3/03,10.65,11/24,25.33
2012,23.45,2/23,9.80,10/30,14.99
2013,16.45,12/31,10.60,8/28,12.79
2014,24.80,6/16,14.20,12/01,18.64
2015,19.20,1/05,9.43,8/25,14.25
2016,29.00,4/12,12.70,1/18,19.46
2017,40.15,11/30,19.20,1/03,24.92
2018,93.40,6/13,27.70,2/09,48.43
