茂矽,	2342
Year,最高價,日期,最低價,日期,收盤平均價
2000,93.50,4/06,17.60,12/28,55.34
2001,28.70,3/28,5.25,10/09,16.17
2002,22.50,1/11,4.80,12/16,11.74
2003,6.65,1/15,1.49,5/09,3.27
2004,10.50,5/10,2.12,1/02,3.78
2005,14.75,6/20,2.14,1/26,7.45
2006,37.65,11/16,7.15,3/28,15.33
2007,63.50,7/26,22.10,12/21,38.92
2008,31.50,5/20,4.12,11/26,18.60
2009,19.30,12/08,5.06,2/20,10.10
2010,19.00,1/06,11.50,11/09,15.05
2011,16.20,3/03,2.90,12/09,8.76
2012,8.97,12/06,1.78,10/16,4.06
2013,8.58,1/16,4.88,8/28,6.48
2014,10.90,6/17,5.75,12/01,7.20
2015,7.99,1/05,2.01,8/12,3.91
2016,3.59,12/01,2.10,11/11,2.59
2017,27.20,10/06,2.72,1/18,7.16
2018,59.00,6/12,17.65,1/03,30.89
