興富發,	2542
Year,最高價,日期,最低價,日期,收盤平均價
2000,15.70,2/21,2.22,11/24,7.66
2001,5.30,2/26,1.62,11/06,2.64
2002,5.65,4/26,1.85,1/30,3.03
2003,14.25,10/15,2.15,5/05,5.98
2004,27.70,12/30,11.60,1/02,19.25
2005,28.40,1/03,18.40,4/19,23.06
2006,55.30,7/06,23.40,1/03,36.95
2007,68.20,7/26,24.20,12/18,42.84
2008,59.70,4/21,11.10,11/21,31.00
2009,49.60,10/15,12.10,3/03,31.91
2010,67.90,12/02,43.70,2/06,52.99
2011,76.00,7/22,38.10,12/20,59.37
2012,57.50,3/21,41.05,10/29,49.52
2013,76.40,8/06,54.90,1/02,64.21
2014,74.00,8/19,47.50,9/30,61.98
2015,83.00,4/08,34.15,12/14,60.93
2016,54.40,7/05,28.65,1/22,45.45
2017,55.00,3/24,38.60,9/29,46.82
