卓越,	2496
Year,最高價,日期,最低價,日期,收盤平均價
2002,43.90,3/12,10.10,9/09,18.67
2003,15.90,1/28,6.65,5/06,9.78
2004,10.60,2/27,2.61,9/22,5.73
2005,7.34,7/07,1.29,10/14,3.84
2006,2.74,12/13,0.70,9/29,1.56
2007,8.20,4/02,1.95,12/31,4.19
2008,3.47,4/15,1.24,10/30,2.30
2009,3.69,12/31,1.34,8/31,2.23
2010,22.30,4/23,2.80,3/10,8.01
2011,10.45,3/23,3.37,10/25,5.47
2012,12.45,7/13,4.00,1/09,9.08
2013,10.90,6/21,5.78,12/24,8.72
2014,8.23,9/25,4.61,5/21,6.84
2015,17.05,11/26,6.28,4/13,8.96
2016,109.00,9/10,12.50,3/23,39.96
2017,346.00,5/10,92.00,2/13,188.58
