順德,	2351
Year,最高價,日期,最低價,日期,收盤平均價
2000,55.00,4/11,6.20,12/30,28.16
2001,17.30,3/30,5.20,9/24,9.65
2002,18.20,4/03,6.65,10/08,10.62
2003,18.10,12/17,8.00,4/28,12.34
2004,19.20,1/09,14.10,12/10,16.26
2005,14.90,1/04,10.30,5/04,12.25
2006,59.30,11/09,13.30,1/02,29.85
2007,62.90,4/12,21.30,12/21,46.27
2008,34.65,5/14,8.29,11/21,21.56
2009,48.00,12/15,9.75,1/21,22.24
2010,59.20,4/29,33.55,2/01,41.89
2011,43.70,1/20,16.20,11/24,29.83
2012,30.80,3/27,17.90,1/13,21.83
2013,40.85,12/31,19.95,1/02,30.89
2014,50.90,2/24,37.00,7/11,41.85
2015,47.50,3/20,20.55,8/25,33.67
2016,45.60,8/18,23.50,1/18,36.25
2017,98.80,11/02,41.00,1/03,63.55
