英格爾,	8287
Year,最高價,日期,最低價,日期,收盤平均價
2005,42.05,03/14,26.10,01/18,31.50
2006,33.25,05/03,19.35,08/29,25.61
2007,46.50,10/11,23.70,05/14,32.66
2008,44.70,01/03,10.00,11/24,27.49
2009,28.75,12/31,10.10,02/02,21.24
2010,199.00,12/15,28.50,01/04,83.16
2011,257.00,03/01,60.50,11/24,131.68
2012,85.50,03/02,20.95,11/21,45.86
2013,36.30,01/02,22.45,11/12,29.58
2014,29.75,01/22,17.00,10/28,25.51
2015,26.40,03/20,13.30,08/04,20.82
2016,20.55,01/06,15.50,05/13,17.77
2017,21.50,02/08,3.96,12/11,13.78
