大同,	2371
Year,最高價,日期,最低價,日期,收盤平均價
2000,47.00,1/11,11.60,11/21,25.61
2001,16.00,2/02,4.88,10/08,9.77
2002,17.10,4/22,6.00,9/30,10.08
2003,9.80,8/19,5.20,5/21,7.61
2004,15.10,4/23,8.60,1/02,12.70
2005,13.10,1/03,7.45,10/28,10.05
2006,17.00,12/07,7.05,3/31,11.21
2007,19.50,7/26,12.30,1/22,15.21
2008,23.10,3/24,4.75,11/21,12.69
2009,9.91,5/19,4.95,3/03,7.51
2010,8.62,10/07,5.30,8/31,6.71
2011,16.80,4/11,6.02,2/15,10.87
2012,10.30,2/23,5.62,8/07,7.43
2013,8.47,10/15,7.03,4/18,7.72
2014,10.50,2/20,7.99,12/01,9.20
2015,9.35,1/13,4.43,8/25,6.81
2016,9.89,12/01,4.49,5/13,6.24
2017,20.65,2/10,9.51,1/03,13.47
2018,42.40,11/26,19.00,1/02,30.31
