強盛,	1463
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.40,2/21,6.90,12/30,11.29
2001,8.55,2/06,3.78,10/16,5.81
2002,7.00,4/25,3.70,10/14,4.77
2003,6.25,2/06,3.52,5/02,4.34
2004,9.95,4/21,4.65,1/02,7.08
2005,8.35,1/04,4.90,11/02,6.24
2006,8.19,12/29,3.93,8/29,4.85
2007,12.70,7/19,4.98,12/21,7.39
2008,9.20,4/21,2.01,11/20,5.62
2009,11.30,12/16,2.25,1/20,5.12
2010,12.50,1/06,8.26,6/10,9.76
2011,13.90,1/28,6.51,12/21,10.32
2012,14.20,9/24,7.20,1/17,10.30
2013,21.70,11/28,11.20,1/28,14.48
2014,18.70,1/07,13.20,5/14,15.61
2015,20.60,5/04,12.40,8/25,16.72
2016,22.50,12/30,14.90,1/18,17.74
2017,30.60,5/26,20.55,1/16,25.64
2018,25.15,3/27,11.20,10/29,18.90
2019,16.40,7/09,12.35,1/04,14.14
