光聯,	5315
Year,最高價,日期,最低價,日期,收盤平均價
2000,46.90,02/11,5.95,12/30,26.72
2001,15.90,12/28,5.00,09/14,8.95
2002,20.40,01/31,7.85,10/14,13.05
2003,16.20,02/24,9.00,09/10,11.41
2004,21.10,04/19,10.85,11/29,15.68
2005,15.65,03/23,6.90,10/21,11.32
2006,17.45,01/11,6.42,09/15,9.69
2007,13.70,07/23,7.00,12/21,8.80
2008,7.75,01/02,1.62,11/24,4.88
2009,8.65,12/15,1.67,01/21,5.24
2010,10.85,09/23,5.01,06/07,7.40
2011,10.35,01/27,2.75,11/24,7.73
2012,6.06,03/27,2.32,10/31,4.20
2013,4.98,06/05,2.70,02/23,3.74
2014,8.54,12/31,3.55,05/28,5.96
2015,26.00,11/06,7.48,01/20,16.59
2016,38.00,08/05,20.50,01/14,31.14
2017,30.05,02/10,14.00,12/11,23.17
