東貝,	2499
Year,最高價,日期,最低價,日期,收盤平均價
2002,70.00,3/18,33.10,9/05,46.35
2003,40.00,1/15,25.00,5/05,33.08
2004,46.30,4/16,28.10,7/21,34.24
2005,41.50,3/10,26.00,10/28,34.13
2006,42.70,5/22,21.40,9/15,31.13
2007,49.70,7/30,25.75,12/18,37.15
2008,33.70,5/20,6.84,11/21,20.16
2009,65.40,12/28,8.80,1/21,35.97
2010,67.50,4/06,44.00,11/16,54.24
2011,59.80,3/08,20.20,11/24,38.50
2012,39.40,3/12,23.00,11/01,29.57
2013,30.50,3/11,19.70,11/13,26.01
2014,40.00,3/11,24.05,10/27,34.01
2015,35.35,3/17,11.70,8/25,24.09
2016,19.65,3/02,12.55,11/29,15.92
2017,14.70,2/23,10.80,7/12,12.32
2018,13.85,6/25,8.00,4/25,10.41
2019,10.90,4/16,5.52,10/02,8.24
