合正,	5381
Year,最高價,日期,最低價,日期,收盤平均價
2000,78.50,04/19,25.80,12/22,53.34
2001,51.00,02/21,8.85,10/08,24.92
2002,26.90,04/04,6.65,10/11,13.86
2003,9.25,01/15,4.41,05/22,7.20
2004,22.40,04/19,8.20,01/16,13.85
2005,9.73,12/30,5.03,09/19,7.25
2006,13.45,01/10,6.00,09/15,9.09
2007,11.10,07/25,4.99,12/21,8.01
2008,6.60,04/11,1.26,11/20,3.97
2009,8.27,12/31,1.42,02/02,5.48
2010,8.64,01/19,4.76,11/15,7.27
2011,7.29,01/18,1.90,12/20,5.38
2012,4.35,12/10,1.35,11/06,3.02
2013,4.05,01/07,2.55,07/29,3.13
2014,6.73,03/06,3.05,11/19,5.23
2015,4.88,05/06,1.39,08/24,3.53
2016,2.25,04/13,1.08,02/16,1.76
2017,6.22,09/12,1.76,01/04,4.33
