中光電,	5371
Year,最高價,日期,最低價,日期,收盤平均價
2000,104.00,04/11,19.10,12/30,52.15
2001,70.50,12/31,20.20,01/02,40.33
2002,98.00,02/18,30.50,12/25,54.91
2003,34.40,01/13,21.20,05/12,26.41
2004,54.00,04/19,24.50,10/18,36.48
2005,50.00,12/30,30.00,01/12,41.02
2006,62.40,05/05,39.30,08/02,47.62
2007,61.10,07/19,37.15,12/18,49.51
2008,42.70,01/02,13.90,11/20,30.47
2009,47.55,12/31,16.35,01/16,33.69
2010,53.00,01/18,41.00,02/06,46.76
2011,51.20,03/04,17.30,12/19,34.93
2012,30.90,09/17,18.35,11/22,26.01
2013,29.95,12/31,21.00,03/18,25.14
2014,51.80,09/02,27.50,02/05,36.76
2015,50.20,03/05,21.45,08/24,35.80
2016,36.45,08/26,24.90,01/08,31.13
2017,46.85,03/30,32.70,12/07,40.00
