海悅,	2348
Year,最高價,日期,最低價,日期,收盤平均價
2000,36.20,2/14,4.09,12/30,17.71
2001,10.35,4/02,3.12,10/08,5.75
2002,15.00,4/09,2.66,10/08,6.08
2003,16.80,7/18,5.45,5/22,8.75
2004,17.10,4/06,5.40,9/29,9.08
2005,6.10,1/03,2.92,9/19,4.33
2006,44.20,12/28,3.81,7/06,7.82
2007,44.00,1/02,13.90,12/18,26.06
2008,19.10,4/28,1.07,12/12,10.58
2009,3.64,5/04,1.05,7/10,1.76
2010,5.40,1/20,1.65,11/08,3.13
2011,7.47,3/02,1.60,12/13,3.21
2012,28.65,12/28,0.80,9/06,2.26
2013,66.00,6/10,25.05,1/24,42.02
2014,61.90,4/02,40.75,12/22,53.25
2015,41.00,1/06,26.75,12/15,37.86
2016,39.10,5/12,16.25,11/24,24.48
2017,43.90,6/27,16.05,4/13,25.89
2018,63.00,3/30,24.55,2/07,41.18
2019,56.80,12/05,39.85,5/23,47.50
