系微,	6231
Year,最高價,日期,最低價,日期,收盤平均價
2003,30.00,01/23,16.90,12/26,21.09
2004,27.00,03/04,8.45,08/31,14.24
2005,70.60,08/01,8.95,01/20,25.78
2006,49.60,01/05,22.20,09/15,34.42
2007,144.50,08/07,34.35,03/05,73.11
2008,128.00,05/08,41.00,10/27,78.86
2009,208.00,07/10,53.30,01/09,140.14
2010,166.00,01/25,78.70,08/27,119.80
2011,179.50,03/25,97.20,08/22,141.90
2012,166.00,02/04,69.00,11/21,125.97
2013,81.00,01/08,41.00,08/05,56.34
2014,69.50,04/17,47.00,11/18,58.07
2015,51.50,01/08,23.80,12/14,34.39
2016,37.40,07/11,20.00,01/26,31.09
2017,68.80,09/08,23.50,02/02,50.10
