基泰,	2538
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.30,2/11,4.80,11/24,11.52
2001,9.85,2/20,1.99,11/06,5.23
2002,8.90,4/22,2.00,8/12,3.33
2003,10.25,12/29,2.55,5/02,5.58
2004,13.95,3/15,5.35,8/19,8.54
2005,8.20,1/03,5.40,4/21,6.49
2006,29.00,12/01,6.69,3/16,13.41
2007,45.95,7/12,16.15,12/21,29.54
2008,31.70,4/15,5.42,11/21,15.93
2009,20.30,10/19,5.54,3/02,13.21
2010,24.50,12/31,13.45,5/25,16.30
2011,26.10,1/03,11.70,12/20,17.49
2012,21.60,11/12,12.30,1/05,16.54
2013,24.00,5/22,19.75,12/16,21.21
2014,21.70,5/26,16.50,10/16,19.48
2015,21.50,3/06,14.20,12/15,18.07
2016,17.65,3/25,8.16,11/28,12.95
2017,12.30,3/20,9.11,1/19,10.52
2018,15.10,9/25,9.80,2/09,11.37
