德昌,	5511
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.20,02/15,5.10,11/14,10.69
2001,9.35,04/18,2.95,12/06,4.98
2002,6.65,04/25,3.22,02/19,4.37
2003,6.55,07/24,4.19,04/01,5.13
2004,9.20,02/18,5.30,08/18,6.64
2005,11.10,06/16,6.00,03/17,8.28
2006,13.40,12/11,7.55,08/28,9.36
2007,21.65,07/25,10.35,03/05,14.45
2008,19.20,04/14,10.45,09/18,14.19
2009,17.20,05/22,10.80,01/21,14.77
2010,29.60,12/16,15.15,07/13,24.10
2011,30.50,01/06,16.85,08/09,25.46
2012,35.20,03/26,22.95,01/02,30.18
2013,38.15,07/18,26.10,11/04,31.51
2014,32.70,04/08,24.75,10/28,29.30
2015,28.80,04/09,20.50,08/25,25.81
2016,25.95,03/16,19.95,11/15,23.41
2017,26.80,03/24,19.25,06/13,21.70
