信昌電,	6173
Year,最高價,日期,最低價,日期,收盤平均價
2002,27.90,04/26,14.50,12/30,20.33
2003,19.00,06/25,12.00,11/04,14.35
2004,16.60,04/14,8.50,12/09,11.48
2005,15.05,08/02,7.51,05/25,9.84
2006,14.80,05/05,9.18,08/31,11.44
2007,28.55,07/30,12.45,02/02,20.27
2008,19.50,01/18,3.97,11/20,11.91
2009,27.80,12/25,4.35,01/16,17.19
2010,47.50,08/19,21.50,02/06,33.71
2011,38.40,04/06,8.40,12/19,28.68
2012,15.30,03/14,7.99,07/24,11.73
2013,12.35,01/07,9.15,11/21,10.84
2014,13.95,06/06,9.84,10/17,11.95
2015,13.90,03/09,7.10,08/25,11.62
2016,19.70,08/31,8.84,01/18,15.29
2017,43.00,12/25,15.05,01/16,28.71
