太醫,	4126
Year,最高價,日期,最低價,日期,收盤平均價
2004,40.50,03/11,16.60,12/10,24.64
2005,24.90,02/16,11.30,09/19,16.25
2006,20.30,11/23,11.35,03/08,15.99
2007,50.90,07/27,19.80,01/02,32.22
2008,37.10,05/08,18.70,10/27,27.32
2009,83.80,11/05,28.30,01/21,53.33
2010,140.00,12/01,67.00,05/25,98.03
2011,136.50,04/25,70.80,12/19,112.74
2012,98.70,02/14,73.00,01/09,86.54
2013,114.00,10/28,79.80,01/17,99.79
2014,102.00,01/03,62.60,10/27,78.27
2015,83.50,11/27,46.35,08/04,70.17
2016,125.00,05/30,72.50,01/14,96.64
2017,86.90,11/20,71.00,09/29,79.60
