同協,	5460
Year,最高價,日期,最低價,日期,收盤平均價
2000,68.00,09/29,35.00,12/27,47.63
2001,65.50,02/16,16.70,10/31,38.99
2002,42.30,02/27,16.40,10/14,27.09
2003,47.90,07/28,14.95,05/02,20.88
2004,26.00,04/19,13.65,12/01,18.08
2005,26.60,07/26,16.00,01/04,20.41
2006,24.60,01/04,17.05,08/28,19.84
2007,31.95,03/30,15.50,12/21,24.03
2008,16.80,01/02,6.42,11/20,11.95
2009,16.50,12/30,7.00,02/11,12.78
2010,22.00,04/21,12.50,11/29,17.00
2011,14.35,02/11,8.90,12/20,11.70
2012,12.60,09/11,8.90,01/12,11.18
2013,12.90,03/27,10.65,11/11,11.85
2014,18.30,06/25,11.40,01/03,15.49
2015,19.90,01/30,11.05,12/15,16.58
2016,13.70,04/13,10.35,01/14,12.06
2017,13.60,04/10,11.45,01/03,12.66
