沛亨,	6291
Year,最高價,日期,最低價,日期,收盤平均價
2004,39.50,02/04,9.00,12/27,21.39
2005,51.80,12/13,8.40,01/27,22.12
2006,53.30,01/04,21.90,12/19,32.83
2007,38.15,07/12,23.50,05/03,29.89
2008,26.75,01/02,4.80,11/24,13.98
2009,19.60,12/31,5.09,02/02,11.26
2010,23.00,04/16,9.80,11/26,17.45
2011,12.10,01/11,4.57,12/13,8.50
2012,6.86,02/15,1.75,08/27,4.90
2013,6.29,10/03,1.81,01/24,2.98
2014,5.24,02/05,3.20,11/07,4.27
2015,4.46,03/05,2.22,12/22,3.23
2016,3.36,12/30,1.50,05/19,2.22
2017,5.56,11/29,1.66,06/30,2.95
